"Provider","claim_count","total_reimbursed","avg_claim_value","overall_avg_claim","review_flag"
PRV52281,41,408000,9951.219512195123,1740.6793685691955,Review
PRV57757,11,109000,9909.09090909091,1740.6793685691955,Review
PRV56519,7,69000,9857.142857142857,1740.6793685691955,Review
PRV57021,14,137000,9785.714285714286,1740.6793685691955,Review
PRV56338,10,97400,9740.0,1740.6793685691955,Review
PRV51816,7,68000,9714.285714285714,1740.6793685691955,Review
PRV53135,7,68000,9714.285714285714,1740.6793685691955,Review
PRV51629,22,213000,9681.818181818182,1740.6793685691955,Review
PRV51810,3,29000,9666.666666666666,1740.6793685691955,Review
PRV57077,3,29000,9666.666666666666,1740.6793685691955,Review
PRV54081,14,135200,9657.142857142857,1740.6793685691955,Review
PRV52280,41,395000,9634.146341463415,1740.6793685691955,Review
PRV55790,5,48000,9600.0,1740.6793685691955,Review
PRV56133,15,144000,9600.0,1740.6793685691955,Review
PRV57490,21,201200,9580.952380952382,1740.6793685691955,Review
PRV54059,18,172000,9555.555555555555,1740.6793685691955,Review
PRV56900,2,19000,9500.0,1740.6793685691955,Review
PRV55812,17,161000,9470.588235294117,1740.6793685691955,Review
PRV54325,15,142000,9466.666666666666,1740.6793685691955,Review
PRV55140,9,85000,9444.444444444445,1740.6793685691955,Review
PRV52279,83,783300,9437.349397590362,1740.6793685691955,Review
PRV55378,14,132000,9428.57142857143,1740.6793685691955,Review
PRV54460,5,47000,9400.0,1740.6793685691955,Review
PRV56131,15,141000,9400.0,1740.6793685691955,Review
PRV54056,21,197000,9380.952380952382,1740.6793685691955,Review
PRV54676,40,375200,9380.0,1740.6793685691955,Review
PRV57567,12,112290,9357.5,1740.6793685691955,Review
PRV55130,3,28000,9333.333333333334,1740.6793685691955,Review
PRV57487,15,140000,9333.333333333334,1740.6793685691955,Review
PRV56260,59,550510,9330.677966101695,1740.6793685691955,Review
PRV51590,84,781380,9302.142857142857,1740.6793685691955,Review
PRV55509,39,362510,9295.128205128205,1740.6793685691955,Review
PRV57397,7,65000,9285.714285714286,1740.6793685691955,Review
PRV55048,94,866240,9215.31914893617,1740.6793685691955,Review
PRV52627,5,46070,9214.0,1740.6793685691955,Review
PRV51818,29,267000,9206.896551724138,1740.6793685691955,Review
PRV54818,5,46000,9200.0,1740.6793685691955,Review
PRV56870,13,119000,9153.846153846154,1740.6793685691955,Review
PRV51170,16,145820,9113.75,1740.6793685691955,Review
PRV51586,8,72510,9063.75,1740.6793685691955,Review
PRV55149,16,145000,9062.5,1740.6793685691955,Review
PRV53095,4,36100,9025.0,1740.6793685691955,Review
PRV52283,66,594700,9010.60606060606,1740.6793685691955,Review
PRV51233,3,27000,9000.0,1740.6793685691955,Review
PRV53061,1,9000,9000.0,1740.6793685691955,Review
PRV53513,2,18000,9000.0,1740.6793685691955,Review
PRV54674,3,27000,9000.0,1740.6793685691955,Review
PRV55379,4,36000,9000.0,1740.6793685691955,Review
PRV55665,1,9000,9000.0,1740.6793685691955,Review
PRV56120,4,36000,9000.0,1740.6793685691955,Review
PRV56339,1,9000,9000.0,1740.6793685691955,Review
PRV55443,38,341390,8983.947368421053,1740.6793685691955,Review
PRV51809,27,242020,8963.703703703704,1740.6793685691955,Review
PRV55506,14,124940,8924.285714285714,1740.6793685691955,Review
PRV51471,180,1602210,8901.166666666666,1740.6793685691955,Review
PRV51501,233,2071310,8889.742489270386,1740.6793685691955,Review
PRV56546,9,80000,8888.888888888889,1740.6793685691955,Review
PRV55817,25,222000,8880.0,1740.6793685691955,Review
PRV51126,20,177000,8850.0,1740.6793685691955,Review
PRV56819,25,220900,8836.0,1740.6793685691955,Review
PRV57020,6,53000,8833.333333333334,1740.6793685691955,Review
PRV57086,6,53000,8833.333333333334,1740.6793685691955,Review
PRV53668,16,141200,8825.0,1740.6793685691955,Review
PRV52846,241,2117010,8784.273858921162,1740.6793685691955,Review
PRV53598,8,70000,8750.0,1740.6793685691955,Review
PRV55383,8,70000,8750.0,1740.6793685691955,Review
PRV55385,8,70000,8750.0,1740.6793685691955,Review
PRV57144,8,70000,8750.0,1740.6793685691955,Review
PRV53397,14,122270,8733.57142857143,1740.6793685691955,Review
PRV51976,7,61000,8714.285714285714,1740.6793685691955,Review
PRV52933,8,69390,8673.75,1740.6793685691955,Review
PRV52265,30,260000,8666.666666666666,1740.6793685691955,Review
PRV56335,18,156000,8666.666666666666,1740.6793685691955,Review
PRV57699,3,26000,8666.666666666666,1740.6793685691955,Review
PRV55121,20,173070,8653.5,1740.6793685691955,Review
PRV54875,20,172000,8600.0,1740.6793685691955,Review
PRV54981,95,816730,8597.157894736842,1740.6793685691955,Review
PRV55051,7,60000,8571.42857142857,1740.6793685691955,Review
PRV56547,7,60000,8571.42857142857,1740.6793685691955,Review
PRV54055,25,214000,8560.0,1740.6793685691955,Review
PRV54848,28,239270,8545.357142857143,1740.6793685691955,Review
PRV56668,73,623470,8540.684931506848,1740.6793685691955,Review
PRV51542,113,964660,8536.814159292035,1740.6793685691955,Review
PRV56624,22,187460,8520.90909090909,1740.6793685691955,Review
PRV51118,16,136000,8500.0,1740.6793685691955,Review
PRV52807,2,17000,8500.0,1740.6793685691955,Review
PRV53517,2,17000,8500.0,1740.6793685691955,Review
PRV53604,6,51000,8500.0,1740.6793685691955,Review
PRV54555,6,51000,8500.0,1740.6793685691955,Review
PRV54822,16,136000,8500.0,1740.6793685691955,Review
PRV53225,49,415300,8475.510204081633,1740.6793685691955,Review
PRV54639,13,110000,8461.538461538461,1740.6793685691955,Review
PRV57074,7,59000,8428.57142857143,1740.6793685691955,Review
PRV52910,18,151600,8422.222222222223,1740.6793685691955,Review
PRV57085,5,42000,8400.0,1740.6793685691955,Review
PRV54841,6,50250,8375.0,1740.6793685691955,Review
PRV57400,8,67000,8375.0,1740.6793685691955,Review
PRV54765,239,2000500,8370.292887029289,1740.6793685691955,Review
PRV52813,17,142000,8352.941176470587,1740.6793685691955,Review
PRV53862,6,50100,8350.0,1740.6793685691955,Review
PRV55135,3,25000,8333.333333333334,1740.6793685691955,Review
PRV55138,3,25000,8333.333333333334,1740.6793685691955,Review
PRV57293,12,100000,8333.333333333334,1740.6793685691955,Review
PRV55662,28,233000,8321.42857142857,1740.6793685691955,Review
PRV55905,95,789760,8313.263157894737,1740.6793685691955,Review
PRV54324,32,266000,8312.5,1740.6793685691955,Review
PRV52582,23,191020,8305.217391304348,1740.6793685691955,Review
PRV56118,14,116000,8285.714285714286,1740.6793685691955,Review
PRV55435,151,1250050,8278.476821192053,1740.6793685691955,Review
PRV52651,4,33090,8272.5,1740.6793685691955,Review
PRV56105,32,264570,8267.8125,1740.6793685691955,Review
PRV55660,4,33000,8250.0,1740.6793685691955,Review
PRV51560,238,1956190,8219.285714285714,1740.6793685691955,Review
PRV55018,75,615940,8212.533333333333,1740.6793685691955,Review
PRV51108,19,156000,8210.526315789473,1740.6793685691955,Review
PRV52541,5,41000,8200.0,1740.6793685691955,Review
PRV56058,11,90000,8181.818181818182,1740.6793685691955,Review
PRV53377,7,57000,8142.857142857143,1740.6793685691955,Review
PRV54903,7,57000,8142.857142857143,1740.6793685691955,Review
PRV57401,8,65000,8125.0,1740.6793685691955,Review
PRV54058,35,284000,8114.285714285715,1740.6793685691955,Review
PRV54577,61,494010,8098.524590163935,1740.6793685691955,Review
PRV55678,16,129290,8080.625,1740.6793685691955,Review
PRV57638,9,72400,8044.444444444444,1740.6793685691955,Review
PRV56390,5,40220,8044.0,1740.6793685691955,Review
PRV51053,1,8000,8000.0,1740.6793685691955,Review
PRV51231,2,16000,8000.0,1740.6793685691955,Review
PRV51977,1,8000,8000.0,1740.6793685691955,Review
PRV52012,1,8000,8000.0,1740.6793685691955,Review
PRV52462,2,16000,8000.0,1740.6793685691955,Review
PRV52806,2,16000,8000.0,1740.6793685691955,Review
PRV54503,1,8000,8000.0,1740.6793685691955,Review
PRV54898,9,72000,8000.0,1740.6793685691955,Review
PRV55671,2,16000,8000.0,1740.6793685691955,Review
PRV57075,2,16000,8000.0,1740.6793685691955,Review
PRV52831,31,247920,7997.419354838709,1740.6793685691955,Review
PRV51145,202,1606350,7952.227722772277,1740.6793685691955,Review
PRV53712,237,1882420,7942.700421940928,1740.6793685691955,Review
PRV51940,251,1992270,7937.330677290836,1740.6793685691955,Review
PRV53226,19,150000,7894.736842105263,1740.6793685691955,Review
PRV52267,10,78900,7890.0,1740.6793685691955,Review
PRV57555,42,330780,7875.714285714285,1740.6793685691955,Review
PRV52903,200,1568110,7840.55,1740.6793685691955,Review
PRV55152,10,78300,7830.0,1740.6793685691955,Review
PRV55550,58,453200,7813.793103448276,1740.6793685691955,Review
PRV52553,8,62320,7790.0,1740.6793685691955,Review
PRV57084,8,62040,7755.0,1740.6793685691955,Review
PRV53421,129,999910,7751.240310077519,1740.6793685691955,Review
PRV51978,4,31000,7750.0,1740.6793685691955,Review
PRV56897,8,62000,7750.0,1740.6793685691955,Review
PRV57087,4,31000,7750.0,1740.6793685691955,Review
PRV57633,4,31000,7750.0,1740.6793685691955,Review
PRV53021,28,216950,7748.214285714285,1740.6793685691955,Review
PRV56915,4,30900,7725.0,1740.6793685691955,Review
PRV52294,7,54000,7714.285714285715,1740.6793685691955,Review
PRV53697,114,879270,7712.894736842105,1740.6793685691955,Review
PRV51456,135,1038990,7696.222222222223,1740.6793685691955,Review
PRV57414,28,215460,7695.0,1740.6793685691955,Review
PRV57697,66,507650,7691.666666666667,1740.6793685691955,Review
PRV54894,229,1757060,7672.751091703057,1740.6793685691955,Review
PRV51160,114,872020,7649.298245614035,1740.6793685691955,Review
PRV55604,17,130000,7647.058823529412,1740.6793685691955,Review
PRV51868,144,1099710,7636.875,1740.6793685691955,Review
PRV52100,201,1533150,7627.611940298508,1740.6793685691955,Review
PRV54001,8,61000,7625.0,1740.6793685691955,Review
PRV54929,26,197630,7601.153846153846,1740.6793685691955,Review
PRV54051,5,38000,7600.0,1740.6793685691955,Review
PRV52285,19,144000,7578.9473684210525,1740.6793685691955,Review
PRV51149,148,1120680,7572.1621621621625,1740.6793685691955,Review
PRV55155,9,68000,7555.555555555556,1740.6793685691955,Review
PRV54881,39,294510,7551.538461538462,1740.6793685691955,Review
PRV56001,70,528570,7551.0,1740.6793685691955,Review
PRV51378,161,1215370,7548.88198757764,1740.6793685691955,Review
PRV51334,2,15000,7500.0,1740.6793685691955,Review
PRV55603,2,15000,7500.0,1740.6793685691955,Review
PRV57072,4,30000,7500.0,1740.6793685691955,Review
PRV57078,10,75000,7500.0,1740.6793685691955,Review
PRV56910,5,37260,7452.0,1740.6793685691955,Review
PRV56906,7,52100,7442.857142857143,1740.6793685691955,Review
PRV57406,68,505460,7433.235294117647,1740.6793685691955,Review
PRV51120,7,52000,7428.571428571428,1740.6793685691955,Review
PRV56012,44,325870,7406.136363636364,1740.6793685691955,Review
PRV53378,10,74000,7400.0,1740.6793685691955,Review
PRV57326,5,37000,7400.0,1740.6793685691955,Review
PRV53233,13,96000,7384.615384615385,1740.6793685691955,Review
PRV53599,3,22000,7333.333333333333,1740.6793685691955,Review
PRV55849,176,1283730,7293.920454545455,1740.6793685691955,Review
PRV55531,122,886130,7263.360655737705,1740.6793685691955,Review
PRV52925,4,29000,7250.0,1740.6793685691955,Review
PRV52976,4,29000,7250.0,1740.6793685691955,Review
PRV57634,8,58000,7250.0,1740.6793685691955,Review
PRV51259,21,151960,7236.190476190476,1740.6793685691955,Review
PRV51827,18,130000,7222.222222222223,1740.6793685691955,Review
PRV54205,9,65000,7222.222222222223,1740.6793685691955,Review
PRV52578,49,353050,7205.102040816327,1740.6793685691955,Review
PRV51829,5,36000,7200.0,1740.6793685691955,Review
PRV51610,6,43150,7191.666666666667,1740.6793685691955,Review
PRV53867,13,93270,7174.615384615385,1740.6793685691955,Review
PRV56555,69,494800,7171.014492753623,1740.6793685691955,Review
PRV57357,16,114700,7168.75,1740.6793685691955,Review
PRV56686,20,143000,7150.0,1740.6793685691955,Review
PRV55540,31,221040,7130.322580645161,1740.6793685691955,Review
PRV51710,17,121080,7122.35294117647,1740.6793685691955,Review
PRV51258,14,99660,7118.571428571428,1740.6793685691955,Review
PRV56761,117,832220,7112.991452991453,1740.6793685691955,Review
PRV52291,18,128000,7111.111111111111,1740.6793685691955,Review
PRV56669,40,283610,7090.25,1740.6793685691955,Review
PRV54077,76,537320,7070.0,1740.6793685691955,Review
PRV54576,16,113100,7068.75,1740.6793685691955,Review
PRV56130,17,120000,7058.823529411765,1740.6793685691955,Review
PRV53855,20,141000,7050.0,1740.6793685691955,Review
PRV56647,183,1288910,7043.224043715847,1740.6793685691955,Review
PRV57284,23,161570,7024.782608695652,1740.6793685691955,Review
PRV55912,107,750080,7010.093457943925,1740.6793685691955,Review
PRV51316,3,21000,7000.0,1740.6793685691955,Review
PRV54679,1,7000,7000.0,1740.6793685691955,Review
PRV54817,1,7000,7000.0,1740.6793685691955,Review
PRV55148,1,7000,7000.0,1740.6793685691955,Review
PRV55428,1,7000,7000.0,1740.6793685691955,Review
PRV55792,1,7000,7000.0,1740.6793685691955,Review
PRV56545,1,7000,7000.0,1740.6793685691955,Review
PRV56549,2,14000,7000.0,1740.6793685691955,Review
PRV56904,4,28000,7000.0,1740.6793685691955,Review
PRV57089,3,21000,7000.0,1740.6793685691955,Review
PRV57097,3,21000,7000.0,1740.6793685691955,Review
PRV56808,62,433610,6993.709677419355,1740.6793685691955,Review
PRV54724,71,495650,6980.985915492958,1740.6793685691955,Review
PRV51497,15,104190,6946.0,1740.6793685691955,Review
PRV52135,263,1825550,6941.254752851711,1740.6793685691955,Review
PRV56550,80,554890,6936.125,1740.6793685691955,Review
PRV52460,13,90000,6923.076923076923,1740.6793685691955,Review
PRV51490,64,442070,6907.34375,1740.6793685691955,Review
PRV53107,15,103390,6892.666666666667,1740.6793685691955,Review
PRV53507,9,62000,6888.888888888889,1740.6793685691955,Review
PRV52461,7,48000,6857.142857142857,1740.6793685691955,Review
PRV53597,6,41000,6833.333333333333,1740.6793685691955,Review
PRV52290,10,68000,6800.0,1740.6793685691955,Review
PRV53008,52,353600,6800.0,1740.6793685691955,Review
PRV54955,314,2134890,6799.012738853503,1740.6793685691955,Review
PRV57711,23,156000,6782.608695652174,1740.6793685691955,Review
PRV53519,9,61000,6777.777777777777,1740.6793685691955,Review
PRV51857,57,383490,6727.894736842105,1740.6793685691955,Review
PRV51803,5,33570,6714.0,1740.6793685691955,Review
PRV55492,42,281980,6713.809523809524,1740.6793685691955,Review
PRV52847,92,617430,6711.195652173913,1740.6793685691955,Review
PRV54480,6,40000,6666.666666666667,1740.6793685691955,Review
PRV56122,3,20000,6666.666666666667,1740.6793685691955,Review
PRV57299,6,40000,6666.666666666667,1740.6793685691955,Review
PRV57667,3,20000,6666.666666666667,1740.6793685691955,Review
PRV51178,65,431180,6633.538461538462,1740.6793685691955,Review
PRV57297,8,53000,6625.0,1740.6793685691955,Review
PRV57334,68,450080,6618.823529411765,1740.6793685691955,Review
PRV56885,10,66050,6605.0,1740.6793685691955,Review
PRV52495,15,98800,6586.666666666667,1740.6793685691955,Review
PRV55666,19,125000,6578.9473684210525,1740.6793685691955,Review
PRV55023,64,420150,6564.84375,1740.6793685691955,Review
PRV55019,285,1857020,6515.859649122807,1740.6793685691955,Review
PRV55126,2,13000,6500.0,1740.6793685691955,Review
PRV57630,8,52000,6500.0,1740.6793685691955,Review
PRV55120,9,58200,6466.666666666667,1740.6793685691955,Review
PRV51380,8,51560,6445.0,1740.6793685691955,Review
PRV56003,12,77180,6431.666666666667,1740.6793685691955,Review
PRV56125,7,45000,6428.571428571428,1740.6793685691955,Review
PRV56354,11,70470,6406.363636363636,1740.6793685691955,Review
PRV55172,114,727600,6382.456140350877,1740.6793685691955,Review
PRV51421,139,884780,6365.323741007194,1740.6793685691955,Review
PRV54657,46,292220,6352.608695652174,1740.6793685691955,Review
PRV54819,25,158110,6324.4,1740.6793685691955,Review
PRV54356,31,195370,6302.258064516129,1740.6793685691955,Review
PRV54760,31,195090,6293.225806451613,1740.6793685691955,Review
PRV53961,129,811460,6290.387596899225,1740.6793685691955,Review
PRV56033,8,50160,6270.0,1740.6793685691955,Review
PRV55600,4,25000,6250.0,1740.6793685691955,Review
PRV55676,167,1040300,6229.34131736527,1740.6793685691955,Review
